Year,ECD3_bp,CO2 (ppmv)
2022,2.0,414.8132388823617
2021,3.0,412.7120655699813
2020,4.0,410.53160269864304
2019,5.0,407.9943368119949
2018,6.0,405.0903567151672
2017,7.0,403.1477625207022
2016,8.0,400.8186317263182
2015,9.0,397.4488254706136
2014,10.0,395.2683625992754
2013,11.0,393.21674526124355
2012,12.0,390.56054503615877
2011,13.0,388.37017096995083
2010,14.0,386.63571186775
2009,15.0,384.197557929799
2008,16.0,382.4036316583798
2007,17.0,380.6097053869606
2006,18.0,378.6968447771048
2005,19.0,376.605582659594
2004,20.0,374.345830229298
2003,21.0,372.6411047117063
2002,22.0,370.13357240966735
2001,22.970000000000027,368.02248790241714
1998,26.0,361.78073658846415
1996,27.72072787000002,359.6477931830841
1994,29.59435787999996,357.10673969933646
1993,30.920000000000073,353.94668533391206
1992,31.686482939999905,353.72423581425323
1991,32.865183290000004,352.41630841973364
1989,34.02860026999997,350.8086522409729
1989,34.592032190000054,349.8002703595191
1988,35.93048806999991,347.59740561133145
1988,35.033665059999976,349.27841464963046
1987,36.79140839999991,345.44120600376243
1986,37.383983799999896,344.71776861346984
1986,37.85677166000005,343.9736767615952
1985,38.23781998000004,343.1107520502481
1984,39.083247049999954,342.0519764062061
1983,40.97408134000011,339.4604885213476
1983,40.92315013000007,341.3292967441024
1979,44.85741011999994,334.84855553252345
1976,47.20324963000007,335.54695345792317
1976,47.32963031999998,332.3689555204767
1975,48.42907876999993,332.3656863259178
1974,49.866586679999955,331.54980566810485
1972,51.958982189999915,330.3504422217994
1972,51.911665619999894,328.41588801232757
1970,53.36284976000002,324.9059936630005
1970,53.127318020000075,326.3093257445175
1970,53.77831652000009,324.5570616692709
1970,53.34369799000001,326.6491948420144
1969,54.57678198000008,324.70605757685405
1968,55.01562917000001,325.07717594979096
1968,55.46125144000007,320.38065078205506
1968,55.18613051000011,324.08551736938495
1966,57.21095592000006,320.4923553617883
1966,57.45476467000003,322.1747797142201
1965,58.133988430000045,320.98156635342656
1965,58.702121889999944,319.1950596158425
1965,58.773650769999904,319.8929363220089
1963,60.43550441000002,319.12347301713646
1963,60.799981720000005,319.06606441856763
1962,61.678083600000036,317.5216280215933
1962,61.45790846,317.4481354802273
1962,61.6046589099999,319.1381732232432
1962,61.3847201399999,318.61106261456985
1961,62.28410000000008,316.59261011941027
1960,63.43133828000009,318.20658038167187
1960,63.68595520000008,313.0933880516286
1959,64.90730415000007,311.98389241638387
1958,65.89721415000008,316.1014028920352
1958,65.43702888000007,316.3340200101121
1957,66.12757570999997,314.57216625352925
1957,66.74246115999995,315.2703546298443
1957,66.79662635999989,316.3253801823537
1957,66.89625290000004,314.4370577968855
1956,67.8427999999999,315.342073915026
1954,69.20403534999991,314.7139613439055
1953,70.28606263000006,312.8003637775662
1953,70.44143863999989,312.22274083278216
1953,70.20845564000001,313.1710570119369
1952,71.61608182999998,312.1844627182946
1950,73.7491,312.0017776102837
1950,74.33152825999991,313.6602846482332
1949,75.22594531999994,309.6939936066409
1948,76.29351309999993,311.57094999761165
1947,77.33660316999999,310.36290017732523
1947,77.37313995999989,312.8663621464335
1946,78.44277983000006,311.9671347125998
1946,78.38416084000005,312.5596867804179
1946,78.61261126999989,311.8114965345337
1945,79.23567707999996,311.2775834649954
1945,79.03719019000005,310.440204448011
1945,79.49095734000002,310.224309572614
1944,80.42635206,312.36164019507424
1943,81.96458714999994,312.8437329659678
1943,81.7926589199999,311.878053578341
1942,82.22030175000009,312.393938618938
1941,83.1605846299999,311.80226771747726
1941,83.24599123999997,307.7386635857962
1940,84.40817268,310.9510867188181
1940,84.77751491999993,311.21179432912515
1940,84.03099999999995,309.80091502114107
1939,85.03227736000008,310.4566675193962
1939,85.83840000000009,308.47982780846024
1939,85.87014750999992,311.94102882822733
1938,86.13211987,311.52050972739016
1938,86.23330695000004,312.3293254879136
1937,87.13678570000002,307.4076931745866
1936,88.94369888999995,306.3197983876916
1936,88.12664190999999,309.3446868650601
1936,88.29054332999999,307.25859856593024
1934,90.40695077999999,307.0755443187391
1934,90.12357539999994,309.6306260790445
1933,91.70639580000011,308.25556223436706
1933,91.46270071000004,308.27919921307927
1933,91.21907557000009,305.94402817135216
1931,93.17030616000011,305.7409186942765
1930,94.61367427000005,305.3808267142061
1929,95.25639999999999,305.78294147245686
1929,95.46069323000006,305.70537216677735
1929,95.84320000000002,305.66786848134046
1928,96.20354036999993,308.01874186181465
1926,98.68695709000008,304.96915678718324
1925,99.2516189800001,304.7159146968185
1923,101.49495778999994,303.1815383191544
1923,101.16311659000007,306.19862429992156
1920,104.2922188,301.8758603769565
1919,105.33160120000002,304.61320734820134
1918,106.12541188,303.85222132002366
1916,108.2139691299999,301.9151507114715
1915,109.60700403999999,300.7000886560916
1913,111.4848596899999,301.29772622272134
1912,112.90461155999992,297.7268153632511
1912,112.71498595999992,299.25727749401767
1911,113.28414915000008,298.10624698316605
1910,114.23523068999998,297.86910679162327
1909,115.47609211000008,301.50413540464433
1906,118.45643668999992,297.32821856127947
1906,118.64919585999996,299.0235966178361
1906,118.22579999999994,299.62686294971274
1904,120.09347466000008,295.9913578166476
1902,122.29812528999992,295.6106368299745
1901,123.82164923999994,294.22072160003313
1899,125.05759501000011,297.0473645165553
1899,125.34283968999989,295.2814574829282
1894,130.9396999999999,295.3164626735822
1894,130.34117893999996,293.16654166689625
1894,130.24367503999997,293.80883068272027
1893,131.12160448999998,294.8594308441452
1893,131.6094814600001,295.17192926023625
1890,134.99251946999993,292.3423879392772
1890,134.1310578099999,290.9175394046256
1888,136.60553327000002,294.34178746728605
1886,138.39987096999994,288.1157636999787
1885,139.8200999999999,289.2265988139854
1884,140.2085275699999,289.7624132149648
1883,141.07764627999995,292.46393479402104
1880,144.04941602000008,287.7707291897673
1877,147.09478323000008,289.3281310647417
1874,150.2620196800001,291.5581974658393
1873,151.17362217000004,286.6550967370638
1871,153.95531419999998,286.32578146070443
1870,154.3438782799999,287.9864944292303
1869,155.58508690999997,289.53614491302415
1868,156.26960000000008,287.9922513016967
1867,157.25611204999996,285.05229227816864
1865,159.87161822999997,286.65415816058197
1863,161.02144425999995,285.3533187571561
1862,162.16551931000004,287.17456217295097
1859,165.15595858000006,286.6330756116753
1857,167.3796722699999,283.16210074754474
1855,169.28161881999995,285.56557722684016
1854,170.29172496,288.05443747992655
1852,172.89435269,285.4658308627274
1851,173.173,288.7903954001126
1851,173.73761839999997,284.00163402345765
1848,176.67820000000006,286.839237474432
1846,178.09510939000006,283.6198856894272
1845,179.34534607,283.1828720355646
1845,179.53888998000002,283.5311237194569
1844,180.70678711000005,281.58148260537183
1841,183.17184283000006,283.6545457229947
1837,187.2998,284.151983964357
1834,190.82279999999992,283.82039231033946
1833,191.12622381999995,285.0861666968484
1827,197.07770000000005,285.90893992625405
1825,199.2550000000001,281.3603652847592
1814,210.34030000000007,284.43128758236145
1800,224.6636000000001,282.7995518984052
1797,227.5284999999999,280.40443666000317
1796,228.05649999999991,282.3047106620081
1795,229.9034999999999,281.61711795078935
1781,243.70010000000002,273.07371696468044
1780,244.5109,280.23629818436876
1774,250.54449999999997,277.8559524780317
1764,260.30320000000006,276.3961020284933
1763,261.1217999999999,277.15568662096365
1753,271.87059999999997,278.00200109884094
1752,272.0684000000001,276.4573287163011
1750,274.8801000000001,277.6000738939942
1742,282.7428,276.8090000432731
1734,290.12799999999993,278.3109424912346
1724,300.99260000000004,277.01330979867544
1723,301.13560000000007,278.27011023020174
1695,329.93360000000007,277.35805088594464
1690,334.2585999999999,276.3246167739362
1682,342.10570000000007,276.6596678045921
1650,374.9031,278.0152295252318
1640,384.18550000000005,276.6872122505445
1629,395.4006999999999,273.78076231204557
1610,414.53919999999994,271.10903046702873
1604,420.58140000000003,275.066577843599
1591,433.0093999999999,279.3568610690018
1589,435.8233,281.10892823134105
1574,450.98710000000005,282.5698274885973
1560,464.1370999999999,281.82904146165555
1550,474.35249999999996,283.5296825674026
1530,494.3243,283.94789036843633
1502,522.4713999999999,283.1247803916497
1470,554.6032,280.3125047226672
1450,574.8362,282.22658040584827
1429,595.1956,279.7256958832981
1411,613.1394,279.6965499485699
1391,633.6678999999999,280.9115788303861
1349,675.1501000000001,278.3621212274177
1331,693.8800000000001,284.0676432722511
1308,716.5527999999999,281.5784089788515
1279,745.8032000000001,278.4312489162189
1260,764.4929,282.199286054067
1252,772.7306000000001,282.41311047504325
1211,813.0450000000001,283.68828915610504
1200,824.1886,284.54004420226613
1166,858.0183999999999,283.9659747066713
1147,877.7130999999999,284.510584449478
1116,908.3911,282.8416314024614
1100,924.5902000000001,283.0944582572788
1071,953.7973,282.8444160166049
1050,974.82294,280.9667443357615
1041,983.92083,280.9161701585891
1020,1004.72784,280.06452973881244
1018,1006.42209,279.7987034131486
983,1041.34583,278.7402401551619
958,1066.34736,277.4071684030988
915,1109.87184,280.10552589040225
876,1148.5898,279.42044060983585
823,1201.67222,278.62300321449914
794,1230.8950399999999,279.72469920818
763,1261.70454,279.29371083930937
731,1293.5665,279.9902637416671
702,1322.75007,277.098940914164
670,1354.82364,278.45496800258206
637,1387.00077,279.58805021854124
615,1409.4754400000002,277.86971612986054
583,1441.59231,276.19603745957005
558,1466.53167,278.4608975547629
552,1472.37838,276.5590465243607
518,1506.04389,276.78951906858396
489,1535.86806,277.1056915049757
437,1587.06166,279.9999146746923
407,1617.63545,279.12520908544417
385,1639.77312,277.24691789826335
358,1666.66644,277.79537780888165
318,1706.4542099999999,281.692138914424
296,1728.39543,280.9089598541969
275,1749.55608,280.2444922059889
267,1757.9046899999998,278.31439989271746
241,1783.3986,280.24908719030117
175,1849.46638,277.55589209790946
154,1870.46924,278.0719954240161
136,1888.0,278.1
104,1920.0,277.5
56,1968.0,277.4
30,1994.0,277.9
1,2023.0,276.7
-49,2073.7090909090903,278.0
-143,2167.3590909090913,276.9
-284,2308.2352727272723,276.7
-315,2339.5493333333334,276.7
-464,2488.3166666666666,277.6
-576,2600.12496969697,277.9
-678,2702.015757575757,273.9
-758,2782.475454545455,278.9
-851,2875.7606666666657,275.3
-954,2978.5469090909087,274.7
-998,3022.816303030303,276.3
-1106,3130.604242424242,274.6
-1305,3329.728181818182,276.3
-1333,3357.661575757576,273.1
-1481,3505.119272727273,274.0
-1578,3602.2878787878785,275.0
-1694,3718.462727272728,273.4
-1743,3767.407696969697,273.0
-1856,3880.856969696969,271.5
-1906,3930.1663636363637,275.4
-2018,4042.9506060606054,274.9
-2158,4182.666727272727,271.7
-2255,4279.842363636364,271.6
-2325,4349.076666666667,272.8
-2392,4416.822424242424,271.5
-2544,4568.362424242425,271.1
-2642,4666.819272727273,269.1
-2697,4721.462909090909,269.8
-2823,4847.001515151515,271.5
-2971,4995.201818181818,270.7
-3031,5055.579878787878,269.3
-3136,5160.789939393939,268.6
-3268,5292.5661818181825,269.8
-3361,5385.175757575757,267.6
-3407,5431.548545454545,265.3
-3583,5607.289575757576,265.2
-3631,5655.297333333333,267.6
-3807,5831.606363636363,265.9
-3902,5926.259636363636,265.5
-3984,6008.091454545454,260.7
-4049,6073.3760606060605,266.7
-4139,6163.807878787879,265.5
-4351,6375.963333333333,263.2
-4387,6411.206909090909,262.7
-4451,6475.244848484847,261.2
-4622,6646.291575757575,261.1
-4732,6756.545393939393,259.4
-4819,6843.652545454545,262.1
-4930,6954.308666666668,262.9
-5020,7044.077393939396,258.1
-5088,7112.269878787879,257.6
-5238,7262.070303030302,262.3
-5324,7348.009999999999,263.0
-5455,7479.323818181818,260.7
-5547,7571.865393939395,258.4
-5711,7735.3663636363635,260.1
-5769,7793.5915151515155,260.4
-5910,7934.1816363636335,259.7
-5976,8000.3653939393935,259.2
-6025,8049.853939393939,260.8
-6166,8190.284242424243,259.6
-6244,8268.798787878788,259.3
-6401,8425.876727272727,258.3
-6509,8533.675757575757,261.3
-6596,8620.579090909092,260.7
-6760,8784.678181818183,261.8
-6831,8855.282363636365,259.0
-6961,8985.853878787877,260.9
-7042,9066.985757575756,260.4
-7110,9134.173939393939,259.3
-7193,9217.01284848485,262.0
-7345,9369.308848484849,263.7
-7411,9435.11696969697,263.8
-7486,9510.703454545453,265.2
-7568,9592.05903030303,260.6
-7574,9598.439454545454,260.9
-7605,9629.86393939394,263.0
-7623,9647.266606060606,263.8
-7951,9975.037878787878,264.4
-8042,10066.609575757577,264.2
-8184,10208.50303030303,264.0
-8242,10266.954545454544,263.4
-8349,10373.554545454546,265.7
-8416,10440.55575757576,264.9
-8555,10579.551515151516,267.5
-8730,10754.480000000003,266.9
-8851,10875.809090909092,266.0
-8885,10909.743636363635,265.1
-9004,11028.478787878788,267.6
-9139,11163.615757575755,264.8
-9211,11235.063636363637,264.8
-9235,11259.87090909091,265.0
-9250,11274.576363636363,265.3
-9306,11330.567878787879,264.4
-9366,11390.978787878788,264.1
-9389,11413.371,264.8062514925239
-9433,11457.156,264.8396344162771
-9449,11473.861,268.1638827775123
-9467,11491.453,264.4831386910426
-9485,11509.931,270.14345909208504
-9503,11527.064,268.86948241809176
-9522,11546.799,269.09658248435426
-9540,11564.446,267.1659882944808
-9557,11581.225,267.66344435702626
-9573,11597.934,269.5087267559184
-9593,11617.596,266.8975316078414
-9609,11633.612,262.7402713424808
-9626,11650.406,267.0926460402798
-9642,11666.243,260.7019637596007
-9661,11685.307,261.3035570908851
-9678,11702.966,266.2202091929294
-9697,11721.924,257.13429330946656
-9714,11738.542,247.5528586529488
-9732,11756.818,254.6155973344712
-9751,11775.438,253.99089690085395
-9769,11793.717,256.0430608603061
-9790,11814.65,255.89086904448925
-9809,11833.212,258.7419682040664
-9830,11854.723,258.24947010276907
-9852,11876.789,258.53058047537485
-9870,11894.5,257.16871076552565
-9893,11917.327,254.31017470730887
-9913,11937.118,253.6295799831633
-9933,11957.166,251.56174454316204
-9954,11978.912,255.89657531323917
-9976,12000.956,258.57498699245264
-9998,12022.086,248.91570205793047
-10019,12043.551,253.9931437879996
-10040,12064.691,255.3912977602452
-10065,12089.895,247.85064164274337
-10087,12111.316,248.40713321971356
-10108,12132.796,253.09803694796494
-10129,12153.849,251.03138662276533
-10155,12179.248,255.6570401748525
-10174,12198.583,253.01913649818056
-10196,12220.495,251.13879991205624
-10218,12242.481,251.42428040746907
-10240,12264.414,250.96816256782247
-10261,12285.34,249.6533400802813
-10282,12306.921,249.23182055441774
-10306,12330.477,248.95174624217293
-10330,12354.774,249.37721064234103
-10351,12375.036,248.9240190698803
-10371,12395.276,250.73154369365116
-10393,12417.121,246.9665079337188
-10415,12439.281,244.30941964788178
-10438,12462.308,243.00399847303908
-10459,12483.378,246.4034368607132
-10481,12505.925,247.67023851530323
-10504,12528.817,245.828192028346
-10525,12549.39,246.17917534767042
-10545,12569.838,244.42282246806465
-10571,12595.35,246.7361603977909
-10593,12617.717,249.9226267174943
-10614,12638.615,244.27496932125192
-10636,12660.604,247.01866418752644
-10657,12681.644,248.09151906637942
-10679,12703.853,246.94327763185444
-10703,12727.637,243.94829999483662
-10723,12747.897,242.52904430354567
-10747,12771.141,244.24252191664183
-10769,12793.8,241.5919394471499
-10789,12813.914,247.29878007926465
-10812,12836.577,240.01944039217156
-10835,12859.627,241.49602014897292
-10859,12883.27,242.23335017876875
-10880,12904.152,242.14661205332536
-10902,12926.706,239.34501708789696
-10923,12947.977,241.2383063619222
-10943,12967.384,239.43542944264073
-10967,12991.105,238.7942418996904
-10989,13013.228,238.17670710529902
-11009,13033.751,240.7072616624785
-11030,13054.883,237.14801820813656
-11051,13075.057,239.41877622767902
-11071,13095.916,234.67711437690164
-11093,13117.693,238.86480110696388
-11116,13140.591,237.90902544878452
-11138,13162.223,241.5552999030114
-11178,13202.448,234.8172845805215
-11222,13246.67,236.91006470650157
-11266,13290.195,239.4098936541896
-11316,13340.965,240.4197733780046
-11354,13378.149,236.86022090165332
-11468,13492.103,237.82629259075324
-11536,13560.737,240.25427358439862
-11581,13605.749,235.8255291423037
-11650,13674.809,243.85979844716996
-11695,13719.346,238.54747522687632
-11762,13786.826,241.59139134507328
-11808,13832.73,241.11490412197253
-11877,13901.204,239.08435072354874
-11921,13945.566,237.95158516671214
-11990,14014.228,240.5703386445421
-12051,14075.788,235.91958262522573
-12072,14096.859,237.8687866200197
-12110,14134.093,241.26916500368534
-12134,14158.472,232.88000615516702
-12170,14194.057,236.39805979670948
-12206,14230.604,239.23818680138615
-12229,14253.551,239.36064776017062
-12255,14279.559,238.3613364190683
-12287,14311.445,236.59503531115416
-12323,14347.024,240.21229536304708
-12348,14372.717,239.03677680876376
-12358,14382.608,235.8013722168602
-12393,14417.156,242.07891889663432
-12404,14428.483,238.39005888170098
-12424,14448.989,240.3252352260465
-12460,14484.597,242.5463915992586
-12472,14496.234,242.60460298931037
-12493,14517.283,240.9489026098227
-12513,14537.583,238.61345734214723
-12547,14571.209,242.05538663336657
-12570,14594.852,241.14411641924522
-12581,14605.297,243.17377294839466
-12591,14615.662,235.8323421305916
-12602,14626.933,241.729807649943
-12613,14637.518,239.85999766133673
-12625,14649.933,239.76503812675872
-12636,14660.185,237.9659544143376
-12645,14669.468,235.30951417343593
-12656,14680.209,237.58632963935628
-12669,14693.389,237.97072384125397
-12679,14703.987,240.10202126482596
-12695,14719.202,238.11592408247537
-12702,14726.256,234.62208303328032
-12714,14738.087,233.41678590018034
-12725,14749.119,234.33541847308942
-12736,14760.374,237.49243901935716
-12746,14770.689,228.9069484734525
-12756,14780.958,228.1794674192821
-12768,14792.124,230.5296191365043
-12780,14804.883,234.53668908061695
-12793,14817.189,231.47501430697426
-12808,14832.515,227.9025821178081
-12813,14837.412,224.64412988292017
-12826,14850.283,227.39272967198517
-12837,14861.831,227.78536212593403
-12849,14873.135,228.50250206425628
-12860,14884.614,227.5760816830967
-12872,14896.391,226.50690563613685
-12884,14908.75,228.4041873231957
-12894,14918.772,227.87363187172843
-12907,14931.525,233.1674385645637
-12919,14943.177,232.22123314488178
-12930,14954.662,227.85150672131329
-12942,14966.457,230.6301423785333
-12954,14978.212,228.71528957073212
-12965,14989.908,228.35879507223092
-12979,15003.02,228.46979297537328
-13003,15027.662,228.890295544307
-13026,15050.478,229.78672581367329
-13037,15061.256,227.65098593922204
-13061,15085.48,228.3650655244248
-13084,15108.777,225.38083520649624
-13122,15146.534,228.99480745157686
-13145,15169.81,234.47446894840783
-13183,15207.528,229.67160656998294
-13206,15230.516,228.8057322422929
-13231,15255.113,227.84358475209112
-13268,15292.875,230.18339813242306
-13293,15317.443,228.26585961041698
-13330,15354.741,225.77162913978188
-13370,15394.944,227.64306095288393
-13395,15419.237,228.91652002838566
-13432,15456.846,225.38795165189697
-13460,15484.078,224.74311624898786
-13512,15536.934,223.2710402890986
-13596,15620.395,223.5305343345643
-13699,15723.43,222.75834505097234
-13754,15778.787,222.15764340429956
-13817,15841.681,224.8571801594681
-13894,15918.953,222.36468715588023
-13970,15994.254,223.5107392974745
-13986,16010.522,223.7681909549173
-14045,16069.492,223.7224506956352
-14048,16072.978,224.4079901815647
-14064,16088.67,222.39327867419098
-14083,16107.783,224.4802221411913
-14133,16157.0,224.242360124708
-14164,16188.135,222.4115117516632
-14201,16225.209,224.8625784974834
-14216,16240.707,226.1908800011438
-14237,16261.461,221.48984625503218
-14258,16282.708,227.3244742360862
-14272,16296.957,223.23631531576837
-14290,16314.564,220.48517092637948
-14310,16334.727,218.56382460975144
-14328,16352.743,214.22122886828478
-14346,16370.958,212.84367513227136
-14367,16391.429,214.5978424508933
-14387,16411.251,212.42970768970437
-14404,16428.228,214.83094793202406
-14424,16448.888,211.2133503062316
-14441,16465.886,209.50810411665645
-14460,16484.706,212.94888538922996
-14481,16505.323,211.7934498012063
-14508,16532.381,217.18722610003746
-14522,16546.034,213.9380167825644
-14559,16583.932,207.94707338537606
-14603,16627.509,208.65010901966778
-14640,16664.012,208.4614276166706
-14705,16729.879,213.15469236971649
-14783,16807.528,210.24939480334604
-14847,16871.545,205.52548876941438
-14919,16943.315,205.18509194320177
-14978,17002.831,202.9290476816134
-15044,17068.774,204.3247383426767
-15141,17165.847,202.1012164231453
-15213,17237.698,198.631089252931
-15286,17310.245,198.29417538469403
-15337,17361.896,195.87573909141443
-15361,17385.873,194.65141317549399
-15410,17434.496,190.50284337603904
-15435,17459.299,193.02021337722056
-15460,17484.026,191.8856673685563
-15484,17508.971,190.75739808941378
-15510,17534.991,193.00049226913703
-15535,17559.291,191.4761142959414
-15560,17584.868,191.58573439908614
-15584,17608.589,192.37047527166976
-15611,17635.459,192.6236483930915
-15636,17660.251,196.96328822867957
-15662,17686.004,195.79039289658348
-15687,17711.878,193.21020619774924
-15715,17739.057,194.3760035369042
-15741,17765.214,191.51895944996556
-15767,17791.049,189.52313905154722
-15793,17817.75,190.41145637495399
-15819,17843.713,191.7049630706334
-15847,17871.574,187.25256339861124
-15875,17899.432,191.20739896471937
-15904,17928.603,189.51763426245728
-15930,17954.995,190.2606131810841
-15957,17981.158,191.7237910053392
-15985,18009.988,188.54215704394005
-16015,18039.825,188.6564989836098
-16042,18066.042,188.9556833468375
-16074,18098.45,187.78531136917942
-16100,18124.092,187.7267726989902
-16131,18155.597,188.64072093684447
-16160,18184.627,188.59044595252618
-16189,18213.755,184.87510819689115
-16223,18247.163,189.01145740964958
-16251,18275.792,185.64837724764448
-16282,18306.181,188.87750852438725
-16314,18338.682,188.52153443206024
-16345,18369.805,189.03208526365853
-16374,18398.393,187.12107228232756
-16410,18434.352,188.73157502184154
-16441,18465.159,188.2127161368506
-16472,18496.425,188.46984987600774
-16507,18531.829,187.44688100668245
-16536,18560.591,187.08794749517838
-16569,18593.994,187.6657005045612
-16632,18656.943,188.57060817148658
-16727,18751.396,193.90294365325792
-16797,18821.045,191.27099266967372
-16853,18877.635,192.9746062473733
-16885,18909.152,188.43646889385016
-16916,18940.913,188.49917580509657
-17043,19067.816,192.7099140092297
-17202,19226.786,191.08550485764974
-17332,19356.155,191.58428202340798
-17492,19516.725,191.51661846127155
-17618,19642.151,188.95303905155185
-17679,19703.493,191.41876528996985
-17841,19865.188,193.60063929670704
-17933,19957.882,196.05515178135056
-18068,20092.696,193.72302093582547
-18263,20287.307,190.47301770392272
-18457,20481.601,189.99022495118814
-18586,20610.804,193.92595404672443
-18716,20740.489,187.76130879373025
-18878,20902.392,192.65750201107113
-19014,21038.428,190.87078412905063
-19117,21141.69,188.40117180397905
-19262,21286.702,190.05178294941018
-19395,21419.184,187.24278170075527
